0 0 0 2 3 6 9 11 15 18 23 28 32 0 0 36 37 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 2 3 5 9 13 16 20 27 32 36 0 40 41 43 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
