0 0 2 1 3 3 2 4 3 5 5 4 4 0 0 1 125 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 2 1 2 4 4 3 4 7 5 4 4 0 1 2 119 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
